Character,Dialogue,Season,Episode
LORELAI,A bag of Santa beards.,5,15
SOOKIE,Naturally.,5,15
LORELAI,"I need twenty-five dark beards for Fiddler on the Roof. I drove to four different towns and six different costume shops and this is all I could find. Apparently Lieberman's the only Jew in Connecticut. Hey, can I borrow some tea?",5,15
SOOKIE,Why?,5,15
LORELAI,I thought I'd use it to dye them.,5,15
SOOKIE,"Oh, very clever. Up on the shelf.",5,15
LORELAI,Thanks.,5,15
SOOKIE,"So, other than the great beard search, how was your morning?",5,15
LORELAI,Fine.,5,15
SOOKIE,"Yeah? Good! So, what route did you take to work today?",5,15
LORELAI,"Oh, the usual. You know, Main Street to Oak and then a sharp starboard turn at the marina and four nautical miles to the Inn.",5,15
SOOKIE,You saw it.,5,15
LORELAI,"Oh, yeah.",5,15
SOOKIE,Rats.,5,15
LORELAI,"I saw the back of the boat driving from Weston's, I saw the front of the boat from the bank and then I went upstairs to the post office and I got a nice aerial shot of the boat. Basically I took the White House tour of the boat.",5,15
SOOKIE,"I can't believe Luke did this. I mean, what was he thinking?",5,15
LORELAI,I don't know.,5,15
SOOKIE,When did he come get it?,5,15
LORELAI,"Beats me. I didn't notice it gone when I left this morning, so –",5,15
SOOKIE,Did he tell you he was going to take it?,5,15
LORELAI,No.,5,15
SOOKIE,"Well, I think that stinks. He's a jerk for pulling something like that.",5,15
LORELAI,It's his boat. He can do what he wants with it.,5,15
SOOKIE,Not if it's something mean. He can't.,5,15
LORELAI,"Well, I caused the situation in the first place. I bought the boat. I put it in my garage.",5,15
SOOKIE,"I know, but he broke your heart and now he's rubbing your face in it.",5,15
LORELAI,"Geez, I sound pathetic.",5,15
SOOKIE,I know!,5,15
LORELAI,"Look, Sookie, please. You don't have to be mad at Luke. Okay? You don't have to hate him.",5,15
SOOKIE,"Oh, I don't mind hating him.",5,15
LORELAI,"I appreciate that, but I don't really want to talk about it anymore.",5,15
SOOKIE,Where are you going? Did I drive you out? I'm sorry! I'll stop talking about it.,5,15
LORELAI,"No, it's fine. I'm fine, I just have stuff to do. I have costumes to make and beards to convert, so I'll see you later.",5,15
SOOKIE,Okay. LORELAI'S HOUSE – NIGHT STARS HOLLOW ELEMENTARY SCHOOL,5,15
LULU,"Hey, Luke! We are so glad you to see you.",5,15
BRADLEY,You're ten minutes late.,5,15
LUKE,"Yeah, uh, sorry about that. Hey, I brought my tools.",5,15
LULU,"Great. Well, this is Damon.",5,15
LUKE,Hey there Damon.,5,15
DAMON,My mother's a lesbian.,5,15
LUKE,Oh. I brought my tools.,5,15
LULU,"And you rememb er your supervisor, Bradley.",5,15
LUKE,"Yeah, Bradley. Nice to see you again, Bradley.",5,15
LULU,"Well, you boys should get started. I'll be right over here if you need my help. Have fun!",5,15
LUKE,"So, where do we get started, men?",5,15
BRADLEY,First we have to build Tevye's house.,5,15
LUKE,"Okay, we can do that.",5,15
BRADLEY,There's plans for the house over here.,5,15
LUKE,"Uh, yeah. Show me the plans.",5,15
DAMON,Do you know any lesbians?,5,15
LUKE,"Uh, uh, sure, I do.",5,15
DAMON,How many?,5,15
LUKE,"Three, maybe four.",5,15
DAMON,Maybe four?,5,15
LUKE,"Well, waiting on confirmation.",5,15
DAMON,I like lesbians.,5,15
LUKE,"Yeah, they're, they're swell.",5,15
BRADLEY,Here are the plans.,5,15
LUKE,"Okay, let's see what we got. All right. Looks pretty simple. Looks like the boards are already cut. Okay, let's get started. Uh, everyone grab a Philips-head screwdriver. Okay, once you have your screwdriver – what are you holding? Bradley, that's a hammer .",5,15
BRADLEY,It is?,5,15
LUKE,"Damon, that's tape.",5,15
DAMON,Oh.,5,15
LUKE,I can't believe this. No one ever taught you what a Philips-head screwdriver is?,5,15
DAMON,My mother's a lesbian.,5,15
LUKE,"Uh-huh, okay. Come here. See, this is a Philips-head screwdriver. And this is a flathead screwdriver. See, ‘cause it's got a – DAMON",5,15
ANDBRADLEY,Flat head!,5,15
LUKE,"Yes, exactly. Now, we need a Philips-head screwdriver, so go ahead and find that, and we'll get started. Okay? Hurry up, we get done by five, beers are on me.",5,15
CARRIE,"Well, well, well, look who Santa stuffed in my stocking.",5,15
LUKE,"Yeah, Carrie. What a surprise.",5,15
CARRIE,"Isn't life a scream? My God, you look fantastic. Breakups agree with Luke Danes. Give me a hug.",5,15
LUKE,"Yeah, easy there, kids are here. CARRIE : So, how are you? I heard all about it. I tell you, that Lorelai is out of her mind. I mean, that's apparent from the outfits alone, but to let one of the last real He-Men go free, she should up that dosage, baby.",5,15
LUKE,"Carrie, what are you doing here?",5,15
CARRIE,"Oh, I'm the director, isn't that fabulous? Jenny got me into it.",5,15
LUKE,Jenny is your –,5,15
CARRIE,"My youngest, she's seven. God help her, the spitting image of her father.",5,15
LUKE,"Yeah, where is she?",5,15
CARRIE,"Oh, she's hiding under a chair somewhere. She's so odd, that girl. She's always hiding from me.",5,15
LUKE,"Yeah, crazy. Anyway, I gotta build Tevye's house, here.",5,15
CARRIE,"Oh, I have to get rehearsals started anyway. It's good to see you Luke, we'll have to catch up later.",5,15
LUKE,"Yeah, sure, we sure will, Carr. Don't you ever leave me al one with her again!",5,15
CARRIE,"Okay, kids. I need my cast right here in the middle of the stage. Everybody, let's gather right here.",5,15
KIRK,"Hey, Luke. You're helping out here?",5,15
LUKE,"Oh, yeah. Sets. How about you?",5,15
KIRK,I'm playing Tevye.,5,15
LUKE,You're –,5,15
CARRIE,"Come on, kids. Chop, chop.",5,15
KIRK,"Excuse me, my director's calling.",5,15
CARRIE,"Okay, now, before we start rehearsal, I just want to ask, has anybody seen Jenny?",5,15
CARRIE,"Okay, never mind. Now, I need to remind you that I need to know whose mommies and daddies are going to be coming to the show. Yes, Damon, I know your mommy's a lesbian, but is she coming to the show? Okay, great. And everyone else, I need to know so I can issue your tickets. Yes, Kirk.",5,15
KIRK,My mother's going to be in Florida.,5,15
CARRIE,"Okay, fine. Everybody else, tell me or Miss Kuschner by the end of the day. Now before we start, does anybody have to go potty? Well, go now and go fast, we have a lot of work to do.",5,15
KIRK,I'll just be two minutes and then it's L'Chaim to Life.,5,15
LUKE,"Hey, Lulu?",5,15
LULU,Yes?,5,15
LUKE,"I was just wondering, where are all the other tall people?",5,15
LULU,Excuse me?,5,15
LUKE,"You know, other people to help out with the lighting, the makeup, the costumes.",5,15
LULU,"Oh, they'll be here. They all come in at different times.",5,15
LUKE,"Okay, I was just asking. No biggie.",5,15
KIRK,"I'm here! I'm done, I flushed.",5,15
CARRIE,"Good boy, Kirk! Okay, everyone take your places for the top of the show! LUKE : What is Kirk doing in the play?",5,15
LULU,"Oh, we couldn't find a boy who could handle the part.",5,15
LUKE,But it's an elementary school play. How hard could the part be?,5,15
LULU,Tevye is a very demanding role.,5,15
LUKE,But –,5,15
LULU,"We looked and looked. We even opened up auditions to the scary extension school kids, but nothing. And you know, we had a terrible experience last year when we did Jesus Christ Superstar.",5,15
LUKE,"Oh, yeah.",5,15
LULU,"Jesus was allergic to peanuts and stuffed one up his nose and broke out in terrible hives during intermission. The second act was all Judas and Pontius Pilate – pure disaster. We had to refund money, it was a nightmare. So this year, we went with a ringer.",5,15
KIRK,"A fiddler on the roof? Sounds crazy, no?",5,15
LUKE,"Oh, boy, does it. LORELAI'S HOUSE",5,15
SOOKIE,"I got ‘em! I'm here! LORELAI : Oh, great. Get in here.",5,15
SOOKIE,I got all the glue and glitter they had. LORELAI : Perfect.,5,15
SOOKIE,"So, what are you thinking here?",5,15
LORELAI,"I don't know. Something colorful, or something peaceful. You know, it could be a Zen sort of space, or a yoga studio. Drew Barrymore has one.",5,15
SOOKIE,"Oh, and she looks very calm.",5,15
LORELAI,"Yeah. I just want it to be a special all-me alone place. Here, look in this for ideas.",5,15
SOOKIE,"Ooo, classic Hollywood homes.",5,15
LORELAI,"Oh, and look what I found.",5,15
SOOKIE,A disco ball! Where'd you find a disco ball?,5,15
LORELAI,In my closet.,5,15
SOOKIE,Wow.,5,15
LORELAI,I should have done this years ago. SOOKIE : Hello?,5,15
MICHEL,I heard a noise in the kitchen.,5,15
SOOKIE,What kind of noise?,5,15
MICHEL,"A ‘bam', or a ‘clang'. Possibly a ‘crash'. It might have a ‘wham' or a ‘kapow'.",5,15
SOOKIE,"Well, did you go check it out? MICHEL : Excuse me, I'm extremely busy. Someone here has to work, I mean, the two of you just run off to do your little decorating project and you leave me here alone.",5,15
SOOKIE,Michel! Did you actually hear a noise?,5,15
MICHEL,Of course I heard a noise. It was a ‘thwap' or a ‘vroom'.,5,15
SOOKIE,"Gotta go, Michel. Oy.",5,15
LORELAI,What's a matter?,5,15
SOOKIE,Apparently Batman's attacking the inn.,5,15
LORELAI,"Hmm. Hey, Moulin Rouge, what do you think? Jeweled elephant in one corner, Ewan McGregor in the other.",5,15
SOOKIE,"Ooo, sounds yummy. What, Michel?",5,15
MICHEL,"I'm smelling something very funny coming from the kitchen. Could be a pungent cheese, could be arson. Should I call the firemen to come, or should I just fetch some crackers? YALE DORMS – RORY'S COMMON ROOM",5,15
DOYLE,"Ah, Rory. Good. I'm glad you're here. I wanted to talk to you about something. I think we need to discuss the incident at the Daily News the other day.",5,15
RORY,"What incident, Doyle?",5,15
DOYLE,"We were in the middle of a meet ing. I, your editor, was talking, and suddenly, without warning, you flew out of the room.",5,15
RORY,"I was gone for five minutes, Doyle.",5,15
DOYLE,"Yes, but the very fact that you felt comfortable enough to leave signals a big problem.",5,15
RORY,I had to talk to a friend.,5,15
DOYLE,"This is a matter of respect, Rory. Respect for the paper, respect for me. Frankly, respect for yourself.",5,15
RORY,Doyle –,5,15
DOYLE,"I have a pebble in my shoe. Damn thing's been driving me crazy all day long. Anyhow, where was I?",5,15
RORY,My lack of respect for you.,5,15
DOYLE,"Yes, good, thank you. You have to remember that this is college. You're dealing with real life here. You have to start developing boundaries between your work and your personal life.",5,15
RORY,Doyle!,5,15
DOYLE,What?,5,15
RORY,Your sock is on my coffee table!,5,15
DOYLE,Just for a second.,5,15
RORY,You want to talk about boundaries? You are here every day. You eat my food. You drink my soda. You have a key and you don't even live here.,5,15
DOYLE,Paris said ‘mi casa su casa'.,5,15
RORY,"Great. Well, Paris' casa is right in there, so go in or get lost, because I have company coming, and I don't want the first thing he sees when he walks in to be your feet or your face.",5,15
DOYLE,But – but I'm your editor.,5,15
RORY,Out! And take your pebble with you! DOYLE : Bet Woodward and Bernstein never tossed Ben Bradley out of their room.,5,15
RORY,Ben Bradley kept his shoes on! LORELAI'S GARAGE,5,15
MICHEL,"I don't know if anyone's noticed, but suddenly I am the only one working.",5,15
SOOKIE,"You're right, no one noticed.",5,15
MICHEL,My arm is cramping up.,5,15
LORELAI,"We offered to take over, Michel.",5,15
MICHEL,These stencils are antiques. They've been handed down from generation to generation of Girards. No one touches these stencils but me.,5,15
SOOKIE,Okay.,5,15
MICHEL,The fumes are making me sick.,5,15
LORELAI,"Oh, my God, you had a fit to be included, and you've done nothing but complain since you got here.",5,15
MICHEL,I did not have a fit to be included. I have a life. I have plenty of friends. And I dare you to find anyone who has a larger collection of techno and world music than I do. Feel that I need nothing from eit her one of you. LORELAI : Poor Michel.,5,15
MICHEL,"No, do not ‘poor Michel' me. No.",5,15
SOOKIE,"Well, I have to say, for only a few hours' work, this place looks pretty snazzy. MICHEL : Ah, I have finished with this wall.",5,15
SOOKIE,"Super, three more to go.",5,15
MICHEL,"Well, yes. Sometimes doing one wall makes it the focal point, the place of interest.",5,15
LORELAI,"All four walls, Michel.",5,15
MICHEL,You tricked me in to this.,5,15
LORELAI,Just like Tom Sawyer.,5,15
SOOKIE,"So, what do you think? Is it turning into exactly what you had in mind? Your special, all- you, alone place? LORELAI : Yeah. It sure is. YALE DORMS – HALLWAY",5,15
RORY,"What's up, Doc?",5,15
MARTY,What's up Doc?,5,15
RORY,"Well, Harpo doesn't talk, so there's no catch phrase.",5,15
MARTY,"Well, then, do Groucho.",5,15
RORY,Everybody does Groucho. Come in ! MARTY I like what you've done with the place.,5,15
RORY,"Well, it's all about the vibe. What'd you bring?",5,15
MARTY,Just some leftovers from the Cartina engagement party.,5,15
RORY,I told you I would take car of the food.,5,15
MARTY,And I see you did.,5,15
RORY,"Pretzels of the world. San Francisco sourdough, German pumpernickel, chocolate covered Swiss, and the wasabi bites are very intriguing. I also ordered a pizza before you got here.",5,15
MARTY,"Okay, well, at least we got the food part covered.",5,15
RORY,"Yes, we do. Sit, sit, sit.",5,15
MARTY,You going to stay like that all night?,5,15
RORY,"Oh, no. Sorry.",5,15
MARTY,"I mean, you can.",5,15
RORY,"No, it's okay.",5,15
MARTY,"I mean, it works for you.",5,15
RORY,"No, I'm good. I guess we should start the movie.",5,15
MARTY,Okay.,5,15
RORY,Wasabi nugget?,5,15
MARTY,"Thanks. RORY : You in a little bit of pain there? MARTY : Uh-huh. Much, much more than a little!",5,15
RORY,"Well, don't worry! Your mouth will get numb in about a minute. MARTY : I'm really looking forward to that.",5,15
RORY,"How about a soda? MARTY : That would be terrific, thanks.",5,15
PARIS,"Oh, thank you very much for kicking my undefined sexual male partner out of the room that we share.",5,15
RORY,"I had company coming, Paris.",5,15
PARIS,"You insulted him, you demeaned him. You mad him feel unwelcome.",5,15
RORY,He was unwelcome.,5,15
PARIS,"And now, thanks to you, he refuses to come back here which means I have to spend the night over at his place with his three roommates! The place is a health violation. Things grow on the windowsill without the help of pots or soil and there is the faint aroma of sweat socks and starter cologne lingering in the air at all times, and yes! I have to bring my own toilet paper over there because it is a third world country. Thank you! Very, very much!",5,15
MARTY,"God, I missed this place. STARS HOLLOW ELEMENTARY SCHOOL",5,15
LUKE,"Now that is a counter-sunk screw, Damon. Good man. Your lesbian mother will be proud.",5,15
LUKE,"Oh, hey. Lulu. It's a big day, you know?",5,15
LULU,I know. It's so exciting.,5,15
LUKE,"Yeah. But, uh, I'm still wondering where the other adults are.",5,15
LULU,They'll be here.,5,15
LUKE,"Yeah, you've been saying that for days and I'm still the only person in here that doesn't have to hang his sheets out the window in the morning.",5,15
LULU,I don't understand.,5,15
LUKE,"They wet their beds, Lulu.",5,15
LULU,"Oh, right. Well, I promise you, Luke. By tonight, there'll be lots of grownups here for you to talk to.",5,15
LUKE,"It's not about having someone to talk to, it's –",5,15
KIRK,"Luke, we've got a problem.",5,15
LUKE,"Yeah, what is it, Kirk?",5,15
KIRK,"Well, this dairy cart you made me –",5,15
LUKE,What's wrong with it? KIRK : It pulls too easily and the wheel doesn't wobble.,5,15
LUKE,So what?,5,15
KIRK,"Well, it's too good. You built me a twenty-first century dairy cart.",5,15
LUKE,There's no such thing as a twenty-first century dairy cart.,5,15
KIRK,"Exactly. Look, Tevye's a poor man. You've heard the song.",5,15
LUKE,"Yes, I've heard the song, Kirk.",5,15
KIRK,"Okay, so he's poor. He's tired. He's suffering, and his horse is lame. His life is hard, so pulling this cart should be hard.",5,15
LUKE,You're an actor. Pretend it's hard.,5,15
KIRK,"I'm not that kind of actor. For my type of work, it has to be legitimately hard.",5,15
LUKE,There you go. Rememb er to thank me in your acceptance speech.,5,15
KIRK,"Thank you, Luke. Hey, this is impossible!",5,15
CARRIE,"All right, kids, break's over! Kirk, let's take it from the last part of your first monologue. All right, places, everyone! And – music.",5,15
KIRK,"Because of our traditions, we've kept our balance for many, many years. Here, in Anatevka, we have traditions for everything. How to eat, how to sleep, how to wear clothes. For instance, we always keep our heads covered, and always wear a little prayer shawl. This shows our constant devotion to God. You may ask, how did this tradition start? I'll tell you. I don't know. But it's a tradition.",5,15
KIRK,"Because of our traditions, everyone knows who he is and what God expects him to do.",5,15
EVERYONE,"Who, day and night, must scramble for a living? Feed his wife and children? Say his daily prayers? And who has the right, as master of the house, to have the final word at home. The papa, the papa! Tradition! The papa, the papa! Tradition! LUKE : Hey, she tripped! Yente tripped!",5,15
KIRK,"Damn it! I was feeling it, people! I was feeling it!",5,15
LULU,"Anna, honey, are you okay?",5,15
LUKE,"No, she's not okay! She tripped!",5,15
CARRIE,"She's fine, Luke.",5,15
LUKE,How would you know if she's fine? Your kid's under a chair somewhere.,5,15
LULU,Luke –,5,15
LUKE,Her costume doesn't fit.,5,15
LULU,We'll fix it before the show!,5,15
LUKE,"It should've been fixed by now! I mean, this shouldn't have happened! There were supposed to be other adults here! This is ridiculous! This is completely unacceptable!",5,15
KIRK,He takes his work very seriously. I mean it. Just try and pull this cart. LORELAI'S GARAGE,5,15
LUKE,Hey.,5,15
LORELAI,"Hey. Luke, what are you –",5,15
LUKE,Yente tripped!,5,15
LORELAI,What?,5,15
LUKE,"She tripped, just as she was heading out to tell Avram about Ruchel.",5,15
LORELAI,The shoemaker's daughter?,5,15
LUKE,"Yeah, she's trying to fix him up with Avram's son.",5,15
LORELAI,"She's almost blind, she can hardly see.",5,15
LUKE,"Hey, I am not doing a bit with you here. The kid tripped, because her dress was too long!",5,15
LORELAI,"Okay, is she hurt?",5,15
LUKE,"Of course she's not hurt, but she completely blew her entrance. All the people of Anatevka are standing around with their goats, she tripped and they have to reset the goats!",5,15
LORELAI,Luke –,5,15
LUKE,"And if you were there where you were supposed to be, her costume would've fit, and Yente wouldn't have tripped. LORELAI : What do you mean, where I was supposed to be?",5,15
LUKE,"You're making the costumes. At least that's the rumor. I'm making the sets, and I'm there.",5,15
LORELAI,Yeah. I am mak ing the costumes. I'm making the costumes here and then I'm bringing them there when they are done.,5,15
LUKE,"Oh, sure. A likely story.",5,15
LORELAI,"Hey, what is your problem?",5,15
LUKE,"My problem is that I'm spending the day teaching a bunch of kids to use tools which won't properly fit in their hands for another eight to ten years, because you signed me up to do it, and then you're not even there when you're supposed to be!",5,15
LORELAI,"Well, you could've said no.",5,15
LUKE,I could've said no. Have you tried saying no to Bradley when he's got a giant inhaler shoved in his mouth?,5,15
LORELAI,No.,5,15
LUKE,Well you can't! What the hell am I looking at?,5,15
LORELAI,It's my new special alone space.,5,15
LUKE,"Oh, yeah? Well, you got a whole house of special alone space. LORELAI : Not like this.",5,15
LUKE,"So, what, are you going to hang out in your garage, now?",5,15
LORELAI,"I don't know, maybe! I mean, why not? It's not like I have a boat that needs storage, or anything!",5,15
LUKE,You could park your car in here.,5,15
LORELAI,"I never park my car in here! I have never, ever parked my car in here, Luke! And you know that! But I come home to this big, huge, suddenly empty space, and I thought I would try to do something nice, so it wasn't just a giant hole of depression sitting out here!",5,15
LUKE,I thought I was doing you a favor.,5,15
LORELAI,"Oh, please.",5,15
LUKE,I did!,5,15
LORELAI,"Well, gee, thanks a lot.",5,15
LUKE,It's your garage!,5,15
LORELAI,Whatever.,5,15
LUKE,"I mean, what was I supposed to do, leave the thing in here forever?",5,15
LORELAI,"Oh, no. Absolutely not. Much better to sneak it out of here and park it in front of the diner like a giant ""they broke up"" billboard for the whole town to see.",5,15
LUKE,I didn't mean it like that.,5,15
LORELAI,"Well, how did you mean it, Luke?",5,15
LUKE,I can't believe you're mad at me for getting my boat out of your garage!,5,15
LORELAI,I'm not mad at you for getting your boat out of my garage. I'm mad at you for the way you got the boat out of my garage.,5,15
LUKE,"What, did I ruin the lawn?",5,15
LORELAI,"You didn't even call me, Luke. You didn't leave a message or a note or anything. You just snuck in and took it, and I got to come home and find it gone. Although, I didn't come home and find it gone! I drove by the diner and assumed it was gone! You know what, it doesn't matter. ‘Cause it's done. We're done. It's fine. I'm not mad.",5,15
LUKE,I can tell.,5,15
LORELAI,"Well, I have dresses to make, so I'll see you at the theater. YALE DORMS - RORY'S COMMON ROOM",5,15
MARTY,I am going to say something that will upset possibly everyone in the entire world.,5,15
RORY,Wow.,5,15
MARTY,I thought the I Love Lucy episode with Harpo Marx was lame. RORY : Get out.,5,15
MARTY,"There's no way Harpo even for a second would have believed he was looking in a mirror. And the last time they made that ‘popping up from behind the partition' move, Lucy was totally slower than him.",5,15
RORY,You've carried this with you for a very long time.,5,15
MARTY,"I mean, we had to believe a lot during those Hollywood shows. Dori Shary just happened to be hanging out in their pool. And I'm sorry, I was totally with Lucy when Ricky took those women to the premiere of his movie. What an ass.",5,15
RORY,You've got to stop watching I Love Lucy.,5,15
MARTY,"Oh, man, I hope that's Paris. Maybe she and Doyle had a fight. That would be great. RORY : There's so much darkness under this bosom buddies exterior of yours.",5,15
LOGAN,Hello stranger.,5,15
RORY,Hi. You're back.,5,15
LOGAN,Just rolled in.,5,15
RORY,"So, how was it? Was it fun?",5,15
LOGAN,"No, very dull. Let's not talk about it. We're all going to China Palace for food. Grab your coat, let's go.",5,15
RORY,"Oh, um. I can't.",5,15
LOGAN,"What? Sure you can. Come on. I missed you, let me buy you a fortune cookie.",5,15
RORY,I kind of have company.,5,15
LOGAN,"Really, anyone I know? Hey, Marty, good to see you.",5,15
MARTY,"Uh, yeah. You too.",5,15
LOGAN,"Well, you come too. The more the merrier.",5,15
RORY,"Oh, well –",5,15
LOGAN,"Come on, Marty. If you're going to be hanging with Ace like this, it's time I get to know you without a waiter's uniform on. Let's go. Car's waiting outside.",5,15
RORY,We do not have to go.,5,15
MARTY,But you want to.,5,15
RORY,"No. Well, I mean, if you do. But you don't, so forget it.",5,15
MARTY,"Uh, it's cool. Let's go.",5,15
RORY,Really? Are you sure? Because you don't look sure.,5,15
MARTY,Sure. I'm sure. Car's waiting outside.,5,15
RORY,"Okay. But if we get bored, or if Dori Shary happens to be there then we bail.",5,15
MARTY,Deal.,5,15
RORY,"Okay, I'll get my coat. CHINA PALACE",5,15
LOGAN,"I swear, I thought he was never going to wake up.",5,15
COLIN,If I knew the hangover was going to last that long I wouldn't have.,5,15
ROSEMARY,There's nothing like a ‘you wouldn't believe how drunk I was' story to get the girls all hot.,5,15
COLIN,It always worked before.,5,15
JULIET,"Oh, God, the smell of this food is making me ill.",5,15
RORY,"Mmm, I think it's delicious.",5,15
JULIET,How can you eat like that?,5,15
ROSEMARY,Juliet hasn't eaten a meal since 1994.,5,15
JULIET,My metabolism simply doesn't accept food.,5,15
LOGAN,"Yes, that must be it. A modern medical miracle. May I?",5,15
RORY,"Sure. Hey, Marty, do you want some beer?",5,15
LOGAN,"Here you go, man. I got you.",5,15
MARTY,Thanks.,5,15
FINN,Rosemary's going home w ith me tonight. I just thought everyone at this table should know.,5,15
ROSEMARY,"Oh, Finn, you do hallucinate.",5,15
JULIET,Are you going to eat that fried shrimp?,5,15
RORY,I think I am.,5,15
JULIET,"Oh, God, can I watch?",5,15
LOGAN,"Juliet, just eat something!",5,15
JULIET,"No! I am not eating until I get married to some gorgeous but very poor man who will sign an iron-clad pre-nup and get very, very fat, but he won't ever leave me because he would be cut off without a penny and die in a trailer park.",5,15
FINN,"My God, that is brilliant.",5,15
ROSEMARY,That is sick.,5,15
FINN,I agree with anything Rosemary says tonight.,5,15
ROSEMARY,"Not going home w ith you, Finn.",5,15
COLIN,You know where they had the best Chinese food in the world? This tiny little place outside of Zugerberg.,5,15
LOGAN,"Aw, Zugerberg.",5,15
FINN,The golden days of Zugerberg.,5,15
MARTY,What's Zugerberg?,5,15
COLIN,Zugerberg is the boarding school I went to in Switzerland.,5,15
RORY,Really?,5,15
COLIN,Yep. Grade seven through twelve.,5,15
RORY,Wow. Living in Switzerland? That sounds exciting.,5,15
MARTY,"Boarding school. Man, that must've sucked.",5,15
COLIN,"Sucked? Are you kidding? Those are the greatest days of my life. Oh my God, the partying that went on there. Insane.",5,15
LOGAN,I did a year at Andover. Not bad.,5,15
MARTY,"So you didn't miss your home, your family?",5,15
COLIN,"My family? Did I miss my family? Logan, did I miss my family?",5,15
LOGAN,"Huh, let's see. Which mom were you on then?",5,15
COLIN,I believe it was the blonde.,5,15
LOGAN,"Ah, yes.",5,15
FINN,She was hot.,5,15
COLIN,"You didn't know her, Finn.",5,15
FINN,"All your mothers have been hot, Colin.",5,15
COLIN,"No, Marty, I didn't miss my family. STARS HOLLOW ELEMENTARY SCHOOL",5,15
BOY,Tevye. I suppose you know why I've come to see you.,5,15
KIRK,"Yes, I do, Rabbi Lazar, but there's no use talking about it.",5,15
BOY,Why not?,5,15
KIRK,Why yes? Why should I get rid of her?,5,15
BOY,"Well, you have a few more without her.",5,15
KIRK,"I see. Today you want one, tomorrow you may want two. LORELAI : Hold still, hold still. Looks good. There you go. Now, no more bottle butting till the show's over.",5,15
LUKE,"Here you go, Paulie. Sneak that out there when they start dancing.",5,15
KIRK,Why is it so important to you?,5,15
BOY,"Frankly, because I'm lonesome.",5,15
KIRK,Lonesome? What are you talking about?,5,15
BOY,You don't know?,5,15
KIRK,We're talking about my new cow! The one you want to buy from me. LUKE : I've got a hammer .,5,15
CARRIE,"Oh, I know you do.",5,15
BOY,A milk cow? So I won't get lonesome?,5,15
KIRK,What's so funny?,5,15
BOY,I was talking about your daughter.,5,15
LULU,I need that schwanza.,5,15
LORELAI,"Oh, I got it. I got it.",5,15
LULU,Sarah – where'd Sarah go?,5,15
LORELAI,"Relax, we'll find her. CHINA PALACE",5,15
LOGAN,"Okay, the night's young. Where are we going next?",5,15
RORY,I don't think I can move.,5,15
JULIET,You're full?,5,15
RORY,I'm full.,5,15
JULIET,Is it fabulous?,5,15
RORY,"You know, Juliet, it doesn't suck.",5,15
FINN,Let's go to the Alligator Lounge.,5,15
LOGAN,Yes. Perfect. Zydeco music. You'll love this place.,5,15
RORY,"Well, I –",5,15
LOGAN,"What do you say, Marty? You up for a little Cajun craziness?",5,15
MARTY,"Uh, I –",5,15
COLIN,"Okay. I got it. Everybody owes seventy-five bucks. Pony up, please, so we can get the hell out of here.",5,15
MARTY,Seventy-five? LOGAN : I got you.,5,15
RORY,Okay. Are you okay? Do you have enough?,5,15
MARTY,"Uh, I don't –",5,15
LOGAN,"Hey, don't sweat it, man. I can cover you, too.",5,15
MARTY,No thanks.,5,15
LOGAN,It's no big deal. I invited you. My treat.,5,15
MARTY,It's okay. I just need to find an ATM. I'll be right back.,5,15
RORY,Marty –,5,15
COLIN,"An ATM. My, how quaint.",5,15
RORY,I'll be right back.,5,15
LOGAN,You okay?,5,15
RORY,"Oh, yeah. No, I'm fine. I just – I think I remember seeing a bank across the street, so I'll go catch Marty. CHINA PALACE – OUTSIDE",5,15
RORY,You couldn't find an ATM?,5,15
MARTY,"Oh, no, there's at least six ATM's within a two block radius. And every single one of them is going to tell me that I only have eighteen dollars in my account. And then I believe they will flip me off.",5,15
RORY,"Well, I think some of the more reputable banks have suspended their flipping off policies.",5,15
MARTY,"I can't go back in there. I can't leave. So here I stand, frozen on the sidewalk.",5,15
RORY,Here. I have some mo ney.,5,15
MARTY,No.,5,15
RORY,"Marty, just take it.",5,15
MARTY,I'm not going to take your money.,5,15
RORY,"Well, you're not going to just stand out here for the rest of the night.",5,15
MARTY,"Well, why not?",5,15
RORY,"Because. At the very least, when all those guys come out of the restaurant, they'll see you. Come on. Please, Marty. Look, just say you found an ATM, take the money, we'll go inside, you'll hand it to the guys, and then we'll leave. You and me.",5,15
MARTY,What about the Zydeco club?,5,15
RORY,"Well, I've never felt the need for Zydeco before in my life. No need to change that now. Come on, please?",5,15
MARTY,Yeah. And I thought getting pantsed at the prom was going to be the low point in my life. STARS HOLLOW ELEMENTARY SCHOOL,5,15
KIRK,Do you love me?,5,15
GOLDE,Do I what?,5,15
KIRK,Do you love me?,5,15
GOLDE,"Do I love you? With our daughters getting married, and the trouble in the town, you're upset, you're worn out, go inside, go lie down! Maybe it's indigestion.",5,15
KIRK,"Golde, I'm asking you a question. LUKE : Okay, go.",5,15
KIRK,Do you love me?,5,15
GOLDE,I'm your wife!,5,15
KIRK,I know! But do you love me?,5,15
GOLDE,"Do I love him? For twenty-five years I've lived with him, fought with him, starved with him. Twenty-five years my bed is his. If that's not love, what is?",5,15
KIRK,Then you love me?,5,15
GOLDE,I suppose I do.,5,15
KIRK,And I suppose I love you too. KIRK,5,15
ANDGOLDE,"It doesn't change a thing, but even so, after twenty-five years, it's nice to know. YALE CAMPUS",5,15
